,sale_count
2015-01-04,31
2015-01-11,29
2015-01-18,27
2015-01-25,62
2015-02-01,0
2015-02-08,0
2015-02-15,0
2015-02-22,0
2015-03-01,0
2015-03-08,0
2015-03-15,0
2015-03-22,0
2015-03-29,0
2015-04-05,0
2015-04-12,0
2015-04-19,0
2015-04-26,0
2015-05-03,0
2015-05-10,0
2015-05-17,0
2015-05-24,0
2015-05-31,0
2015-06-07,0
2015-06-14,0
2015-06-21,0
2015-06-28,0
2015-07-05,8
2015-07-12,9
2015-07-19,8
2015-07-26,15
2015-08-02,5
2015-08-09,5
2015-08-16,5
2015-08-23,2
2015-08-30,10
2015-09-06,6
2015-09-13,9
2015-09-20,12
2015-09-27,22
2015-10-04,9
2015-10-11,7
2015-10-18,5
2015-10-25,18
2015-11-01,0
2015-11-08,0
2015-11-15,0
2015-11-22,0
2015-11-29,0
2015-12-06,0
2015-12-13,0
2015-12-20,0
2015-12-27,0
2016-01-03,7
2016-01-10,7
2016-01-17,8
2016-01-24,7
2016-01-31,22
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,1
2016-03-06,4
2016-03-13,3
2016-03-20,5
2016-03-27,17
2016-04-03,5
2016-04-10,10
2016-04-17,7
2016-04-24,22
2016-05-01,9
2016-05-08,7
2016-05-15,8
2016-05-22,7
2016-05-29,19
2016-06-05,4
2016-06-12,3
2016-06-19,2
2016-06-26,10
2016-07-03,7
2016-07-10,7
2016-07-17,6
2016-07-24,7
2016-07-31,17
2016-08-07,10
2016-08-14,18
2016-08-21,15
2016-08-28,31
2016-09-04,2
2016-09-11,3
2016-09-18,2
2016-09-25,13
2016-10-02,5
2016-10-09,7
2016-10-16,4
2016-10-23,7
2016-10-30,19
2016-11-06,12
2016-11-13,8
2016-11-20,8
2016-11-27,25
2016-12-04,9
2016-12-11,8
2016-12-18,6
2016-12-25,21
2017-01-01,7
2017-01-08,8
2017-01-15,9
2017-01-22,6
2017-01-29,16
2017-02-05,5
2017-02-12,5
2017-02-19,6
2017-02-26,19
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,2
2017-05-14,3
2017-05-21,3
2017-05-28,15
2017-06-04,11
2017-06-11,9
2017-06-18,10
2017-06-25,21
2017-07-02,2
2017-07-09,3
2017-07-16,4
2017-07-23,3
2017-07-30,12
2017-08-06,13
2017-08-13,12
2017-08-20,14
2017-08-27,28
2017-09-03,10
2017-09-10,9
2017-09-17,14
2017-09-24,33
2017-10-01,29
2017-10-08,48
2017-10-15,39
2017-10-22,36
2017-10-29,93
2017-11-05,9
2017-11-12,6
2017-11-19,12
2017-11-26,22
2017-12-03,14
2017-12-10,7
2017-12-17,8
2017-12-24,11
2017-12-31,38
2018-01-07,21
2018-01-14,20
2018-01-21,22
2018-01-28,45
2018-02-04,14
2018-02-11,13
2018-02-18,13
2018-02-25,16
