,sale_count
2015-01-04,53
2015-01-11,83
2015-01-18,65
2015-01-25,141
2015-02-01,42
2015-02-08,32
2015-02-15,47
2015-02-22,120
2015-03-01,36
2015-03-08,42
2015-03-15,33
2015-03-22,48
2015-03-29,143
2015-04-05,7
2015-04-12,10
2015-04-19,10
2015-04-26,29
2015-05-03,37
2015-05-10,21
2015-05-17,32
2015-05-24,38
2015-05-31,75
2015-06-07,32
2015-06-14,33
2015-06-21,24
2015-06-28,91
2015-07-05,55
2015-07-12,42
2015-07-19,55
2015-07-26,178
2015-08-02,37
2015-08-09,37
2015-08-16,27
2015-08-23,29
2015-08-30,91
2015-09-06,53
2015-09-13,55
2015-09-20,50
2015-09-27,198
2015-10-04,30
2015-10-11,31
2015-10-18,21
2015-10-25,76
2015-11-01,146
2015-11-08,93
2015-11-15,138
2015-11-22,143
2015-11-29,273
2015-12-06,124
2015-12-13,108
2015-12-20,125
2015-12-27,160
2016-01-03,59
2016-01-10,73
2016-01-17,78
2016-01-24,64
2016-01-31,138
2016-02-07,23
2016-02-14,27
2016-02-21,36
2016-02-28,95
2016-03-06,79
2016-03-13,92
2016-03-20,106
2016-03-27,224
2016-04-03,60
2016-04-10,57
2016-04-17,65
2016-04-24,95
2016-05-01,42
2016-05-08,36
2016-05-15,26
2016-05-22,36
2016-05-29,74
2016-06-05,44
2016-06-12,31
2016-06-19,35
2016-06-26,132
2016-07-03,39
2016-07-10,35
2016-07-17,25
2016-07-24,27
2016-07-31,82
2016-08-07,101
2016-08-14,78
2016-08-21,143
2016-08-28,286
2016-09-04,65
2016-09-11,48
2016-09-18,63
2016-09-25,155
2016-10-02,48
2016-10-09,34
2016-10-16,38
2016-10-23,38
2016-10-30,103
2016-11-06,190
2016-11-13,241
2016-11-20,142
2016-11-27,425
2016-12-04,80
2016-12-11,68
2016-12-18,85
2016-12-25,147
2017-01-01,20
2017-01-08,24
2017-01-15,27
2017-01-22,19
2017-01-29,102
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,0
2017-06-04,3
2017-06-11,4
2017-06-18,5
2017-06-25,8
2017-07-02,3
2017-07-09,5
2017-07-16,4
2017-07-23,5
2017-07-30,12
2017-08-06,10
2017-08-13,7
2017-08-20,10
2017-08-27,19
2017-09-03,49
2017-09-10,26
2017-09-17,40
2017-09-24,93
2017-10-01,8
2017-10-08,16
2017-10-15,12
2017-10-22,16
2017-10-29,36
2017-11-05,1
2017-11-12,1
2017-11-19,2
2017-11-26,6
2017-12-03,20
2017-12-10,19
2017-12-17,22
2017-12-24,27
2017-12-31,58
2018-01-07,24
2018-01-14,22
2018-01-21,32
2018-01-28,96
2018-02-04,0
2018-02-11,0
2018-02-18,0
2018-02-25,0
