,sale_count
2015-01-04,0
2015-01-11,0
2015-01-18,0
2015-01-25,2
2015-02-01,0
2015-02-08,0
2015-02-15,0
2015-02-22,3
2015-03-01,0
2015-03-08,1
2015-03-15,1
2015-03-22,0
2015-03-29,5
2015-04-05,12
2015-04-12,12
2015-04-19,14
2015-04-26,34
2015-05-03,0
2015-05-10,0
2015-05-17,0
2015-05-24,0
2015-05-31,0
2015-06-07,0
2015-06-14,0
2015-06-21,0
2015-06-28,0
2015-07-05,0
2015-07-12,0
2015-07-19,0
2015-07-26,1
2015-08-02,1
2015-08-09,1
2015-08-16,2
2015-08-23,2
2015-08-30,4
2015-09-06,7
2015-09-13,3
2015-09-20,7
2015-09-27,14
2015-10-04,24
2015-10-11,21
2015-10-18,22
2015-10-25,34
2015-11-01,25
2015-11-08,22
2015-11-15,19
2015-11-22,24
2015-11-29,37
2015-12-06,58
2015-12-13,44
2015-12-20,49
2015-12-27,87
2016-01-03,8
2016-01-10,10
2016-01-17,11
2016-01-24,7
2016-01-31,35
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,42
2016-03-13,24
2016-03-20,28
2016-03-27,89
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,9
2016-05-08,9
2016-05-15,8
2016-05-22,5
2016-05-29,19
2016-06-05,6
2016-06-12,3
2016-06-19,3
2016-06-26,16
2016-07-03,4
2016-07-10,7
2016-07-17,5
2016-07-24,8
2016-07-31,17
2016-08-07,5
2016-08-14,6
2016-08-21,10
2016-08-28,26
2016-09-04,2
2016-09-11,2
2016-09-18,1
2016-09-25,7
2016-10-02,9
2016-10-09,15
2016-10-16,13
2016-10-23,12
2016-10-30,29
2016-11-06,16
2016-11-13,16
2016-11-20,19
2016-11-27,26
2016-12-04,21
2016-12-11,13
2016-12-18,16
2016-12-25,49
2017-01-01,4
2017-01-08,6
2017-01-15,6
2017-01-22,5
2017-01-29,21
2017-02-05,6
2017-02-12,6
2017-02-19,6
2017-02-26,10
2017-03-05,13
2017-03-12,9
2017-03-19,12
2017-03-26,30
2017-04-02,13
2017-04-09,16
2017-04-16,21
2017-04-23,11
2017-04-30,56
2017-05-07,12
2017-05-14,13
2017-05-21,16
2017-05-28,31
2017-06-04,22
2017-06-11,22
2017-06-18,24
2017-06-25,52
2017-07-02,14
2017-07-09,19
2017-07-16,11
2017-07-23,18
2017-07-30,35
2017-08-06,13
2017-08-13,14
2017-08-20,10
2017-08-27,22
2017-09-03,24
2017-09-10,36
2017-09-17,40
2017-09-24,98
2017-10-01,14
2017-10-08,18
2017-10-15,22
2017-10-22,14
2017-10-29,72
2017-11-05,11
2017-11-12,15
2017-11-19,7
2017-11-26,30
2017-12-03,5
2017-12-10,5
2017-12-17,4
2017-12-24,6
2017-12-31,23
2018-01-07,61
2018-01-14,36
2018-01-21,64
2018-01-28,96
2018-02-04,0
2018-02-11,0
2018-02-18,0
2018-02-25,6
