,sale_count
2015-01-04,87
2015-01-11,94
2015-01-18,107
2015-01-25,167
2015-02-01,21
2015-02-08,29
2015-02-15,22
2015-02-22,71
2015-03-01,38
2015-03-08,22
2015-03-15,25
2015-03-22,33
2015-03-29,79
2015-04-05,12
2015-04-12,14
2015-04-19,21
2015-04-26,52
2015-05-03,31
2015-05-10,18
2015-05-17,15
2015-05-24,16
2015-05-31,76
2015-06-07,29
2015-06-14,41
2015-06-21,39
2015-06-28,110
2015-07-05,37
2015-07-12,47
2015-07-19,42
2015-07-26,111
2015-08-02,58
2015-08-09,43
2015-08-16,38
2015-08-23,52
2015-08-30,132
2015-09-06,53
2015-09-13,48
2015-09-20,36
2015-09-27,142
2015-10-04,18
2015-10-11,21
2015-10-18,24
2015-10-25,44
2015-11-01,41
2015-11-08,45
2015-11-15,27
2015-11-22,38
2015-11-29,126
2015-12-06,57
2015-12-13,79
2015-12-20,48
2015-12-27,146
2016-01-03,27
2016-01-10,43
2016-01-17,42
2016-01-24,36
2016-01-31,90
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,1
2016-05-08,1
2016-05-15,0
2016-05-22,0
2016-05-29,5
2016-06-05,15
2016-06-12,10
2016-06-19,21
2016-06-26,39
2016-07-03,7
2016-07-10,7
2016-07-17,9
2016-07-24,4
2016-07-31,18
2016-08-07,10
2016-08-14,12
2016-08-21,13
2016-08-28,27
2016-09-04,13
2016-09-11,10
2016-09-18,7
2016-09-25,32
2016-10-02,4
2016-10-09,4
2016-10-16,8
2016-10-23,9
2016-10-30,22
2016-11-06,25
2016-11-13,27
2016-11-20,28
2016-11-27,100
2016-12-04,15
2016-12-11,8
2016-12-18,11
2016-12-25,32
2017-01-01,32
2017-01-08,36
2017-01-15,31
2017-01-22,27
2017-01-29,77
2017-02-05,1
2017-02-12,2
2017-02-19,2
2017-02-26,6
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,3
2017-04-02,7
2017-04-09,7
2017-04-16,5
2017-04-23,9
2017-04-30,25
2017-05-07,20
2017-05-14,17
2017-05-21,27
2017-05-28,50
2017-06-04,34
2017-06-11,26
2017-06-18,22
2017-06-25,63
2017-07-02,16
2017-07-09,27
2017-07-16,16
2017-07-23,19
2017-07-30,69
2017-08-06,28
2017-08-13,37
2017-08-20,36
2017-08-27,62
2017-09-03,8
2017-09-10,13
2017-09-17,13
2017-09-24,36
2017-10-01,19
2017-10-08,12
2017-10-15,12
2017-10-22,9
2017-10-29,43
2017-11-05,0
2017-11-12,0
2017-11-19,0
2017-11-26,1
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,1
