,sale_count
2015-01-04,0
2015-01-11,0
2015-01-18,0
2015-01-25,2
2015-02-01,10
2015-02-08,11
2015-02-15,10
2015-02-22,30
2015-03-01,2
2015-03-08,1
2015-03-15,2
2015-03-22,2
2015-03-29,9
2015-04-05,0
2015-04-12,0
2015-04-19,0
2015-04-26,0
2015-05-03,0
2015-05-10,0
2015-05-17,0
2015-05-24,0
2015-05-31,0
2015-06-07,0
2015-06-14,1
2015-06-21,0
2015-06-28,6
2015-07-05,8
2015-07-12,8
2015-07-19,7
2015-07-26,25
2015-08-02,2
2015-08-09,1
2015-08-16,1
2015-08-23,2
2015-08-30,8
2015-09-06,0
2015-09-13,0
2015-09-20,0
2015-09-27,3
2015-10-04,4
2015-10-11,3
2015-10-18,3
2015-10-25,8
2015-11-01,4
2015-11-08,6
2015-11-15,5
2015-11-22,5
2015-11-29,11
2015-12-06,22
2015-12-13,17
2015-12-20,27
2015-12-27,57
2016-01-03,6
2016-01-10,4
2016-01-17,4
2016-01-24,4
2016-01-31,24
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,4
2016-04-10,4
2016-04-17,2
2016-04-24,7
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,3
2016-06-05,1
2016-06-12,2
2016-06-19,1
2016-06-26,7
2016-07-03,1
2016-07-10,2
2016-07-17,2
2016-07-24,1
2016-07-31,6
2016-08-07,4
2016-08-14,3
2016-08-21,3
2016-08-28,14
2016-09-04,0
2016-09-11,0
2016-09-18,0
2016-09-25,3
2016-10-02,6
2016-10-09,5
2016-10-16,6
2016-10-23,3
2016-10-30,12
2016-11-06,18
2016-11-13,19
2016-11-20,16
2016-11-27,46
2016-12-04,20
2016-12-11,16
2016-12-18,16
2016-12-25,33
2017-01-01,12
2017-01-08,11
2017-01-15,15
2017-01-22,16
2017-01-29,31
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,3
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,4
2017-04-09,8
2017-04-16,8
2017-04-23,8
2017-04-30,15
2017-05-07,8
2017-05-14,5
2017-05-21,4
2017-05-28,16
2017-06-04,4
2017-06-11,5
2017-06-18,6
2017-06-25,11
2017-07-02,3
2017-07-09,2
2017-07-16,5
2017-07-23,3
2017-07-30,13
2017-08-06,12
2017-08-13,10
2017-08-20,15
2017-08-27,33
2017-09-03,14
2017-09-10,11
2017-09-17,11
2017-09-24,22
2017-10-01,0
2017-10-08,0
2017-10-15,0
2017-10-22,0
2017-10-29,0
2017-11-05,0
2017-11-12,0
2017-11-19,0
2017-11-26,0
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,0
2018-01-07,2
2018-01-14,4
2018-01-21,4
2018-01-28,12
2018-02-04,0
2018-02-11,0
2018-02-18,0
2018-02-25,3
