,sale_count
2015-01-04,0
2015-01-11,0
2015-01-18,0
2015-01-25,3
2015-02-01,0
2015-02-08,0
2015-02-15,0
2015-02-22,0
2015-03-01,4
2015-03-08,4
2015-03-15,4
2015-03-22,2
2015-03-29,10
2015-04-05,3
2015-04-12,2
2015-04-19,2
2015-04-26,7
2015-05-03,1
2015-05-10,2
2015-05-17,3
2015-05-24,1
2015-05-31,8
2015-06-07,1
2015-06-14,1
2015-06-21,1
2015-06-28,8
2015-07-05,5
2015-07-12,7
2015-07-19,7
2015-07-26,14
2015-08-02,5
2015-08-09,3
2015-08-16,2
2015-08-23,5
2015-08-30,14
2015-09-06,9
2015-09-13,11
2015-09-20,13
2015-09-27,22
2015-10-04,1
2015-10-11,2
2015-10-18,1
2015-10-25,6
2015-11-01,3
2015-11-08,3
2015-11-15,6
2015-11-22,4
2015-11-29,16
2015-12-06,8
2015-12-13,7
2015-12-20,8
2015-12-27,14
2016-01-03,3
2016-01-10,3
2016-01-17,5
2016-01-24,5
2016-01-31,14
2016-02-07,2
2016-02-14,2
2016-02-21,2
2016-02-28,5
2016-03-06,1
2016-03-13,1
2016-03-20,0
2016-03-27,2
2016-04-03,1
2016-04-10,2
2016-04-17,1
2016-04-24,6
2016-05-01,2
2016-05-08,1
2016-05-15,2
2016-05-22,2
2016-05-29,7
2016-06-05,4
2016-06-12,3
2016-06-19,2
2016-06-26,7
2016-07-03,2
2016-07-10,1
2016-07-17,2
2016-07-24,1
2016-07-31,6
2016-08-07,5
2016-08-14,4
2016-08-21,4
2016-08-28,13
2016-09-04,2
2016-09-11,2
2016-09-18,3
2016-09-25,5
2016-10-02,0
2016-10-09,0
2016-10-16,0
2016-10-23,0
2016-10-30,0
2016-11-06,14
2016-11-13,15
2016-11-20,11
2016-11-27,30
2016-12-04,1
2016-12-11,0
2016-12-18,0
2016-12-25,3
2017-01-01,2
2017-01-08,1
2017-01-15,2
2017-01-22,2
2017-01-29,10
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,2
2017-04-09,4
2017-04-16,4
2017-04-23,3
2017-04-30,9
2017-05-07,4
2017-05-14,8
2017-05-21,7
2017-05-28,17
2017-06-04,6
2017-06-11,6
2017-06-18,8
2017-06-25,13
2017-07-02,1
2017-07-09,1
2017-07-16,2
2017-07-23,2
2017-07-30,12
2017-08-06,5
2017-08-13,6
2017-08-20,6
2017-08-27,13
2017-09-03,4
2017-09-10,3
2017-09-17,6
2017-09-24,12
2017-10-01,5
2017-10-08,8
2017-10-15,4
2017-10-22,5
2017-10-29,22
2017-11-05,7
2017-11-12,4
2017-11-19,8
2017-11-26,18
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,0
2018-01-07,2
2018-01-14,1
2018-01-21,2
2018-01-28,9
2018-02-04,0
2018-02-11,0
2018-02-18,1
2018-02-25,3
