,sale_count
2015-01-04,25
2015-01-11,26
2015-01-18,23
2015-01-25,69
2015-02-01,0
2015-02-08,0
2015-02-15,0
2015-02-22,0
2015-03-01,5
2015-03-08,7
2015-03-15,7
2015-03-22,6
2015-03-29,30
2015-04-05,1
2015-04-12,1
2015-04-19,2
2015-04-26,7
2015-05-03,3
2015-05-10,4
2015-05-17,3
2015-05-24,4
2015-05-31,7
2015-06-07,1
2015-06-14,1
2015-06-21,0
2015-06-28,3
2015-07-05,0
2015-07-12,0
2015-07-19,0
2015-07-26,0
2015-08-02,12
2015-08-09,10
2015-08-16,14
2015-08-23,7
2015-08-30,35
2015-09-06,1
2015-09-13,1
2015-09-20,2
2015-09-27,9
2015-10-04,9
2015-10-11,8
2015-10-18,6
2015-10-25,26
2015-11-01,11
2015-11-08,9
2015-11-15,8
2015-11-22,10
2015-11-29,24
2015-12-06,26
2015-12-13,17
2015-12-20,20
2015-12-27,70
2016-01-03,9
2016-01-10,14
2016-01-17,13
2016-01-24,12
2016-01-31,27
2016-02-07,1
2016-02-14,1
2016-02-21,1
2016-02-28,3
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,1
2016-06-05,3
2016-06-12,1
2016-06-19,3
2016-06-26,8
2016-07-03,3
2016-07-10,5
2016-07-17,5
2016-07-24,3
2016-07-31,12
2016-08-07,4
2016-08-14,4
2016-08-21,4
2016-08-28,6
2016-09-04,0
2016-09-11,0
2016-09-18,0
2016-09-25,0
2016-10-02,0
2016-10-09,0
2016-10-16,0
2016-10-23,0
2016-10-30,4
2016-11-06,2
2016-11-13,2
2016-11-20,3
2016-11-27,11
2016-12-04,1
2016-12-11,1
2016-12-18,2
2016-12-25,10
2017-01-01,0
2017-01-08,0
2017-01-15,0
2017-01-22,0
2017-01-29,3
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,1
2017-03-05,2
2017-03-12,2
2017-03-19,3
2017-03-26,6
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,3
2017-05-07,2
2017-05-14,1
2017-05-21,1
2017-05-28,9
2017-06-04,1
2017-06-11,2
2017-06-18,1
2017-06-25,10
2017-07-02,0
2017-07-09,0
2017-07-16,0
2017-07-23,0
2017-07-30,0
2017-08-06,3
2017-08-13,2
2017-08-20,3
2017-08-27,6
2017-09-03,1
2017-09-10,1
2017-09-17,1
2017-09-24,5
2017-10-01,0
2017-10-08,0
2017-10-15,1
2017-10-22,1
2017-10-29,5
2017-11-05,4
2017-11-12,4
2017-11-19,2
2017-11-26,6
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,7
