,sale_count
2015-01-04,11
2015-01-11,8
2015-01-18,11
2015-01-25,22
2015-02-01,5
2015-02-08,6
2015-02-15,3
2015-02-22,10
2015-03-01,2
2015-03-08,1
2015-03-15,2
2015-03-22,2
2015-03-29,6
2015-04-05,3
2015-04-12,3
2015-04-19,5
2015-04-26,10
2015-05-03,2
2015-05-10,1
2015-05-17,1
2015-05-24,1
2015-05-31,8
2015-06-07,2
2015-06-14,3
2015-06-21,2
2015-06-28,12
2015-07-05,3
2015-07-12,3
2015-07-19,2
2015-07-26,10
2015-08-02,5
2015-08-09,8
2015-08-16,8
2015-08-23,4
2015-08-30,15
2015-09-06,2
2015-09-13,2
2015-09-20,1
2015-09-27,4
2015-10-04,6
2015-10-11,6
2015-10-18,5
2015-10-25,11
2015-11-01,4
2015-11-08,4
2015-11-15,4
2015-11-22,6
2015-11-29,24
2015-12-06,7
2015-12-13,10
2015-12-20,15
2015-12-27,28
2016-01-03,3
2016-01-10,5
2016-01-17,6
2016-01-24,5
2016-01-31,13
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,2
2016-03-13,2
2016-03-20,2
2016-03-27,6
2016-04-03,5
2016-04-10,4
2016-04-17,3
2016-04-24,12
2016-05-01,2
2016-05-08,2
2016-05-15,2
2016-05-22,3
2016-05-29,12
2016-06-05,5
2016-06-12,4
2016-06-19,3
2016-06-26,12
2016-07-03,2
2016-07-10,1
2016-07-17,3
2016-07-24,3
2016-07-31,10
2016-08-07,4
2016-08-14,6
2016-08-21,6
2016-08-28,15
2016-09-04,1
2016-09-11,1
2016-09-18,2
2016-09-25,5
2016-10-02,3
2016-10-09,2
2016-10-16,2
2016-10-23,4
2016-10-30,11
2016-11-06,6
2016-11-13,8
2016-11-20,7
2016-11-27,11
2016-12-04,4
2016-12-11,3
2016-12-18,3
2016-12-25,9
2017-01-01,4
2017-01-08,4
2017-01-15,2
2017-01-22,4
2017-01-29,9
2017-02-05,1
2017-02-12,0
2017-02-19,1
2017-02-26,5
2017-03-05,2
2017-03-12,2
2017-03-19,1
2017-03-26,5
2017-04-02,3
2017-04-09,2
2017-04-16,3
2017-04-23,1
2017-04-30,7
2017-05-07,3
2017-05-14,1
2017-05-21,2
2017-05-28,7
2017-06-04,4
2017-06-11,4
2017-06-18,3
2017-06-25,6
2017-07-02,3
2017-07-09,2
2017-07-16,3
2017-07-23,4
2017-07-30,8
2017-08-06,2
2017-08-13,2
2017-08-20,3
2017-08-27,10
2017-09-03,3
2017-09-10,2
2017-09-17,2
2017-09-24,9
2017-10-01,4
2017-10-08,5
2017-10-15,2
2017-10-22,5
2017-10-29,11
2017-11-05,6
2017-11-12,4
2017-11-19,7
2017-11-26,18
2017-12-03,0
2017-12-10,1
2017-12-17,1
2017-12-24,0
2017-12-31,6
2018-01-07,1
2018-01-14,1
2018-01-21,2
2018-01-28,6
2018-02-04,2
2018-02-11,2
2018-02-18,2
2018-02-25,2
