,sale_count
2015-01-04,11
2015-01-11,8
2015-01-18,8
2015-01-25,28
2015-02-01,11
2015-02-08,11
2015-02-15,14
2015-02-22,36
2015-03-01,6
2015-03-08,4
2015-03-15,4
2015-03-22,4
2015-03-29,14
2015-04-05,2
2015-04-12,2
2015-04-19,1
2015-04-26,4
2015-05-03,3
2015-05-10,4
2015-05-17,6
2015-05-24,6
2015-05-31,12
2015-06-07,0
2015-06-14,0
2015-06-21,0
2015-06-28,1
2015-07-05,9
2015-07-12,9
2015-07-19,5
2015-07-26,19
2015-08-02,2
2015-08-09,3
2015-08-16,4
2015-08-23,4
2015-08-30,12
2015-09-06,13
2015-09-13,12
2015-09-20,19
2015-09-27,45
2015-10-04,4
2015-10-11,2
2015-10-18,3
2015-10-25,9
2015-11-01,16
2015-11-08,17
2015-11-15,13
2015-11-22,8
2015-11-29,35
2015-12-06,10
2015-12-13,8
2015-12-20,5
2015-12-27,20
2016-01-03,2
2016-01-10,2
2016-01-17,1
2016-01-24,2
2016-01-31,7
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,7
2016-04-10,3
2016-04-17,6
2016-04-24,14
2016-05-01,3
2016-05-08,2
2016-05-15,1
2016-05-22,3
2016-05-29,10
2016-06-05,6
2016-06-12,7
2016-06-19,5
2016-06-26,11
2016-07-03,0
2016-07-10,0
2016-07-17,0
2016-07-24,0
2016-07-31,3
2016-08-07,0
2016-08-14,0
2016-08-21,0
2016-08-28,2
2016-09-04,10
2016-09-11,10
2016-09-18,7
2016-09-25,13
2016-10-02,4
2016-10-09,3
2016-10-16,2
2016-10-23,3
2016-10-30,9
2016-11-06,7
2016-11-13,5
2016-11-20,5
2016-11-27,16
2016-12-04,3
2016-12-11,3
2016-12-18,5
2016-12-25,17
2017-01-01,3
2017-01-08,3
2017-01-15,3
2017-01-22,3
2017-01-29,13
2017-02-05,1
2017-02-12,1
2017-02-19,1
2017-02-26,1
2017-03-05,11
2017-03-12,9
2017-03-19,7
2017-03-26,17
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,1
2017-05-14,1
2017-05-21,2
2017-05-28,4
2017-06-04,2
2017-06-11,1
2017-06-18,2
2017-06-25,10
2017-07-02,2
2017-07-09,2
2017-07-16,3
2017-07-23,2
2017-07-30,11
2017-08-06,0
2017-08-13,0
2017-08-20,0
2017-08-27,2
2017-09-03,6
2017-09-10,4
2017-09-17,5
2017-09-24,15
2017-10-01,0
2017-10-08,0
2017-10-15,0
2017-10-22,0
2017-10-29,1
2017-11-05,0
2017-11-12,1
2017-11-19,1
2017-11-26,2
2017-12-03,2
2017-12-10,2
2017-12-17,1
2017-12-24,2
2017-12-31,8
