,sale_count
2015-01-04,42
2015-01-11,52
2015-01-18,49
2015-01-25,66
2015-02-01,6
2015-02-08,5
2015-02-15,4
2015-02-22,10
2015-03-01,5
2015-03-08,6
2015-03-15,6
2015-03-22,4
2015-03-29,22
2015-04-05,3
2015-04-12,3
2015-04-19,2
2015-04-26,10
2015-05-03,1
2015-05-10,1
2015-05-17,2
2015-05-24,3
2015-05-31,10
2015-06-07,22
2015-06-14,13
2015-06-21,12
2015-06-28,46
2015-07-05,6
2015-07-12,10
2015-07-19,8
2015-07-26,28
2015-08-02,9
2015-08-09,14
2015-08-16,13
2015-08-23,12
2015-08-30,23
2015-09-06,22
2015-09-13,25
2015-09-20,24
2015-09-27,91
2015-10-04,0
2015-10-11,0
2015-10-18,0
2015-10-25,1
2015-11-01,0
2015-11-08,0
2015-11-15,0
2015-11-22,0
2015-11-29,0
2015-12-06,36
2015-12-13,43
2015-12-20,43
2015-12-27,57
2016-01-03,14
2016-01-10,16
2016-01-17,9
2016-01-24,17
2016-01-31,34
2016-02-07,9
2016-02-14,10
2016-02-21,6
2016-02-28,17
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,0
2016-06-05,1
2016-06-12,1
2016-06-19,0
2016-06-26,2
2016-07-03,6
2016-07-10,5
2016-07-17,6
2016-07-24,4
2016-07-31,28
2016-08-07,4
2016-08-14,2
2016-08-21,3
2016-08-28,12
2016-09-04,0
2016-09-11,1
2016-09-18,0
2016-09-25,3
2016-10-02,11
2016-10-09,6
2016-10-16,10
2016-10-23,9
2016-10-30,28
2016-11-06,28
2016-11-13,19
2016-11-20,23
2016-11-27,61
2016-12-04,33
2016-12-11,23
2016-12-18,37
2016-12-25,66
2017-01-01,15
2017-01-08,7
2017-01-15,11
2017-01-22,10
2017-01-29,35
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,0
2017-06-04,0
2017-06-11,0
2017-06-18,0
2017-06-25,0
2017-07-02,0
2017-07-09,0
2017-07-16,0
2017-07-23,0
2017-07-30,0
2017-08-06,0
2017-08-13,0
2017-08-20,0
2017-08-27,1
2017-09-03,2
2017-09-10,1
2017-09-17,2
2017-09-24,6
2017-10-01,0
2017-10-08,0
2017-10-15,0
2017-10-22,0
2017-10-29,0
2017-11-05,0
2017-11-12,1
2017-11-19,0
2017-11-26,5
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,3
