,sale_count
2015-01-04,3
2015-01-11,6
2015-01-18,4
2015-01-25,15
2015-02-01,1
2015-02-08,1
2015-02-15,1
2015-02-22,3
2015-03-01,5
2015-03-08,4
2015-03-15,5
2015-03-22,4
2015-03-29,8
2015-04-05,3
2015-04-12,6
2015-04-19,5
2015-04-26,11
2015-05-03,4
2015-05-10,3
2015-05-17,3
2015-05-24,4
2015-05-31,13
2015-06-07,3
2015-06-14,5
2015-06-21,2
2015-06-28,13
2015-07-05,2
2015-07-12,1
2015-07-19,2
2015-07-26,4
2015-08-02,3
2015-08-09,6
2015-08-16,5
2015-08-23,6
2015-08-30,12
2015-09-06,2
2015-09-13,2
2015-09-20,1
2015-09-27,10
2015-10-04,3
2015-10-11,4
2015-10-18,2
2015-10-25,7
2015-11-01,15
2015-11-08,9
2015-11-15,12
2015-11-22,13
2015-11-29,26
2015-12-06,9
2015-12-13,11
2015-12-20,10
2015-12-27,23
2016-01-03,6
2016-01-10,4
2016-01-17,5
2016-01-24,5
2016-01-31,25
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,5
2016-04-10,2
2016-04-17,4
2016-04-24,11
2016-05-01,1
2016-05-08,0
2016-05-15,1
2016-05-22,0
2016-05-29,4
2016-06-05,4
2016-06-12,4
2016-06-19,4
2016-06-26,13
2016-07-03,1
2016-07-10,1
2016-07-17,0
2016-07-24,0
2016-07-31,5
2016-08-07,6
2016-08-14,6
2016-08-21,3
2016-08-28,10
2016-09-04,1
2016-09-11,2
2016-09-18,3
2016-09-25,7
2016-10-02,2
2016-10-09,2
2016-10-16,3
2016-10-23,3
2016-10-30,13
2016-11-06,3
2016-11-13,2
2016-11-20,2
2016-11-27,15
2016-12-04,0
2016-12-11,0
2016-12-18,0
2016-12-25,0
2017-01-01,6
2017-01-08,5
2017-01-15,3
2017-01-22,6
2017-01-29,17
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,4
2017-03-12,4
2017-03-19,2
2017-03-26,6
2017-04-02,1
2017-04-09,2
2017-04-16,2
2017-04-23,2
2017-04-30,5
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,1
2017-06-04,1
2017-06-11,1
2017-06-18,1
2017-06-25,8
2017-07-02,0
2017-07-09,1
2017-07-16,1
2017-07-23,1
2017-07-30,4
2017-08-06,3
2017-08-13,1
2017-08-20,1
2017-08-27,10
2017-09-03,1
2017-09-10,1
2017-09-17,1
2017-09-24,2
2017-10-01,2
2017-10-08,2
2017-10-15,1
2017-10-22,1
2017-10-29,7
2017-11-05,1
2017-11-12,1
2017-11-19,2
2017-11-26,4
2017-12-03,1
2017-12-10,0
2017-12-17,1
2017-12-24,1
2017-12-31,6
