,sale_count
2015-01-04,10
2015-01-11,9
2015-01-18,5
2015-01-25,20
2015-02-01,0
2015-02-08,0
2015-02-15,0
2015-02-22,0
2015-03-01,1
2015-03-08,1
2015-03-15,1
2015-03-22,2
2015-03-29,5
2015-04-05,8
2015-04-12,9
2015-04-19,9
2015-04-26,17
2015-05-03,0
2015-05-10,0
2015-05-17,0
2015-05-24,0
2015-05-31,0
2015-06-07,0
2015-06-14,0
2015-06-21,0
2015-06-28,0
2015-07-05,4
2015-07-12,4
2015-07-19,7
2015-07-26,14
2015-08-02,2
2015-08-09,5
2015-08-16,3
2015-08-23,5
2015-08-30,12
2015-09-06,9
2015-09-13,7
2015-09-20,10
2015-09-27,20
2015-10-04,3
2015-10-11,2
2015-10-18,3
2015-10-25,7
2015-11-01,7
2015-11-08,6
2015-11-15,5
2015-11-22,7
2015-11-29,27
2015-12-06,2
2015-12-13,2
2015-12-20,5
2015-12-27,11
2016-01-03,4
2016-01-10,4
2016-01-17,5
2016-01-24,3
2016-01-31,12
2016-02-07,3
2016-02-14,3
2016-02-21,1
2016-02-28,6
2016-03-06,3
2016-03-13,4
2016-03-20,3
2016-03-27,17
2016-04-03,2
2016-04-10,2
2016-04-17,2
2016-04-24,10
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,4
2016-06-05,1
2016-06-12,1
2016-06-19,1
2016-06-26,2
2016-07-03,2
2016-07-10,3
2016-07-17,4
2016-07-24,3
2016-07-31,16
2016-08-07,2
2016-08-14,3
2016-08-21,3
2016-08-28,6
2016-09-04,1
2016-09-11,1
2016-09-18,1
2016-09-25,8
2016-10-02,2
2016-10-09,4
2016-10-16,4
2016-10-23,3
2016-10-30,13
2016-11-06,4
2016-11-13,6
2016-11-20,6
2016-11-27,9
2016-12-04,7
2016-12-11,8
2016-12-18,5
2016-12-25,17
2017-01-01,7
2017-01-08,4
2017-01-15,6
2017-01-22,7
2017-01-29,15
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,4
2017-05-14,3
2017-05-21,4
2017-05-28,8
2017-06-04,2
2017-06-11,3
2017-06-18,1
2017-06-25,9
2017-07-02,1
2017-07-09,1
2017-07-16,2
2017-07-23,2
2017-07-30,7
2017-08-06,0
2017-08-13,0
2017-08-20,0
2017-08-27,1
2017-09-03,3
2017-09-10,7
2017-09-17,7
2017-09-24,11
2017-10-01,2
2017-10-08,1
2017-10-15,2
2017-10-22,2
2017-10-29,6
2017-11-05,0
2017-11-12,0
2017-11-19,0
2017-11-26,0
2017-12-03,1
2017-12-10,1
2017-12-17,3
2017-12-24,2
2017-12-31,11
2018-01-07,0
2018-01-14,1
2018-01-21,1
2018-01-28,4
2018-02-04,2
2018-02-11,1
2018-02-18,1
2018-02-25,6
