,sale_count
2015-01-04,24
2015-01-11,20
2015-01-18,23
2015-01-25,51
2015-02-01,11
2015-02-08,15
2015-02-15,8
2015-02-22,36
2015-03-01,10
2015-03-08,15
2015-03-15,14
2015-03-22,16
2015-03-29,41
2015-04-05,5
2015-04-12,6
2015-04-19,8
2015-04-26,19
2015-05-03,2
2015-05-10,2
2015-05-17,2
2015-05-24,2
2015-05-31,14
2015-06-07,6
2015-06-14,9
2015-06-21,8
2015-06-28,19
2015-07-05,4
2015-07-12,8
2015-07-19,8
2015-07-26,16
2015-08-02,9
2015-08-09,9
2015-08-16,6
2015-08-23,8
2015-08-30,22
2015-09-06,4
2015-09-13,3
2015-09-20,4
2015-09-27,7
2015-10-04,5
2015-10-11,9
2015-10-18,9
2015-10-25,19
2015-11-01,4
2015-11-08,4
2015-11-15,2
2015-11-22,4
2015-11-29,10
2015-12-06,6
2015-12-13,6
2015-12-20,5
2015-12-27,15
2016-01-03,0
2016-01-10,0
2016-01-17,0
2016-01-24,0
2016-01-31,2
2016-02-07,1
2016-02-14,2
2016-02-21,2
2016-02-28,3
2016-03-06,3
2016-03-13,3
2016-03-20,6
2016-03-27,12
2016-04-03,1
2016-04-10,1
2016-04-17,1
2016-04-24,2
2016-05-01,3
2016-05-08,1
2016-05-15,2
2016-05-22,1
2016-05-29,11
2016-06-05,2
2016-06-12,4
2016-06-19,3
2016-06-26,7
2016-07-03,0
2016-07-10,0
2016-07-17,0
2016-07-24,0
2016-07-31,4
2016-08-07,3
2016-08-14,3
2016-08-21,5
2016-08-28,9
2016-09-04,3
2016-09-11,4
2016-09-18,3
2016-09-25,20
2016-10-02,0
2016-10-09,0
2016-10-16,0
2016-10-23,0
2016-10-30,0
2016-11-06,0
2016-11-13,0
2016-11-20,0
2016-11-27,2
2016-12-04,2
2016-12-11,3
2016-12-18,3
2016-12-25,4
2017-01-01,5
2017-01-08,5
2017-01-15,6
2017-01-22,5
2017-01-29,15
2017-02-05,2
2017-02-12,4
2017-02-19,4
2017-02-26,8
2017-03-05,5
2017-03-12,5
2017-03-19,5
2017-03-26,25
2017-04-02,4
2017-04-09,2
2017-04-16,2
2017-04-23,4
2017-04-30,10
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,2
2017-06-04,0
2017-06-11,0
2017-06-18,0
2017-06-25,0
2017-07-02,0
2017-07-09,0
2017-07-16,0
2017-07-23,0
2017-07-30,0
2017-08-06,4
2017-08-13,6
2017-08-20,8
2017-08-27,14
2017-09-03,6
2017-09-10,8
2017-09-17,7
2017-09-24,29
2017-10-01,0
2017-10-08,0
2017-10-15,0
2017-10-22,0
2017-10-29,0
2017-11-05,0
2017-11-12,0
2017-11-19,0
2017-11-26,0
2017-12-03,5
2017-12-10,5
2017-12-17,3
2017-12-24,4
2017-12-31,9
2018-01-07,2
2018-01-14,5
2018-01-21,3
2018-01-28,10
2018-02-04,2
2018-02-11,2
2018-02-18,2
2018-02-25,10
