,sale_count
2015-01-04,8
2015-01-11,6
2015-01-18,4
2015-01-25,16
2015-02-01,2
2015-02-08,2
2015-02-15,1
2015-02-22,4
2015-03-01,3
2015-03-08,3
2015-03-15,2
2015-03-22,4
2015-03-29,12
2015-04-05,0
2015-04-12,1
2015-04-19,1
2015-04-26,4
2015-05-03,1
2015-05-10,2
2015-05-17,3
2015-05-24,2
2015-05-31,8
2015-06-07,1
2015-06-14,2
2015-06-21,1
2015-06-28,7
2015-07-05,2
2015-07-12,3
2015-07-19,3
2015-07-26,11
2015-08-02,1
2015-08-09,1
2015-08-16,2
2015-08-23,3
2015-08-30,12
2015-09-06,6
2015-09-13,4
2015-09-20,4
2015-09-27,12
2015-10-04,6
2015-10-11,6
2015-10-18,4
2015-10-25,8
2015-11-01,4
2015-11-08,7
2015-11-15,6
2015-11-22,5
2015-11-29,18
2015-12-06,9
2015-12-13,11
2015-12-20,14
2015-12-27,26
2016-01-03,5
2016-01-10,9
2016-01-17,5
2016-01-24,5
2016-01-31,32
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,1
2016-03-13,1
2016-03-20,1
2016-03-27,1
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,1
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,0
2016-06-05,1
2016-06-12,2
2016-06-19,1
2016-06-26,7
2016-07-03,2
2016-07-10,3
2016-07-17,2
2016-07-24,1
2016-07-31,7
2016-08-07,2
2016-08-14,1
2016-08-21,1
2016-08-28,4
2016-09-04,2
2016-09-11,2
2016-09-18,2
2016-09-25,11
2016-10-02,4
2016-10-09,2
2016-10-16,4
2016-10-23,2
2016-10-30,9
2016-11-06,4
2016-11-13,4
2016-11-20,4
2016-11-27,25
2016-12-04,4
2016-12-11,4
2016-12-18,2
2016-12-25,8
2017-01-01,1
2017-01-08,1
2017-01-15,0
2017-01-22,0
2017-01-29,4
2017-02-05,1
2017-02-12,1
2017-02-19,0
2017-02-26,4
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,3
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,4
2017-05-07,3
2017-05-14,2
2017-05-21,2
2017-05-28,5
2017-06-04,4
2017-06-11,4
2017-06-18,3
2017-06-25,6
2017-07-02,2
2017-07-09,2
2017-07-16,1
2017-07-23,1
2017-07-30,4
2017-08-06,2
2017-08-13,2
2017-08-20,4
2017-08-27,15
2017-09-03,0
2017-09-10,0
2017-09-17,1
2017-09-24,4
2017-10-01,2
2017-10-08,1
2017-10-15,1
2017-10-22,2
2017-10-29,4
2017-11-05,7
2017-11-12,7
2017-11-19,3
2017-11-26,14
2017-12-03,1
2017-12-10,1
2017-12-17,1
2017-12-24,1
2017-12-31,1
2018-01-07,3
2018-01-14,6
2018-01-21,4
2018-01-28,11
2018-02-04,0
2018-02-11,0
2018-02-18,0
2018-02-25,0
