,sale_count
2016-01-03,52
2016-01-10,31
2016-01-17,51
2016-01-24,42
2016-01-31,90
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,2
2016-05-08,2
2016-05-15,4
2016-05-22,5
2016-05-29,13
2016-06-05,16
2016-06-12,17
2016-06-19,14
2016-06-26,51
2016-07-03,8
2016-07-10,14
2016-07-17,9
2016-07-24,8
2016-07-31,39
2016-08-07,22
2016-08-14,33
2016-08-21,33
2016-08-28,70
2016-09-04,4
2016-09-11,3
2016-09-18,3
2016-09-25,18
2016-10-02,8
2016-10-09,11
2016-10-16,11
2016-10-23,8
2016-10-30,18
2016-11-06,47
2016-11-13,38
2016-11-20,25
2016-11-27,90
2016-12-04,48
2016-12-11,49
2016-12-18,49
2016-12-25,112
2017-01-01,10
2017-01-08,9
2017-01-15,8
2017-01-22,8
2017-01-29,47
2017-02-05,4
2017-02-12,3
2017-02-19,7
2017-02-26,16
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,2
2017-04-02,4
2017-04-09,3
2017-04-16,2
2017-04-23,2
2017-04-30,17
2017-05-07,6
2017-05-14,8
2017-05-21,13
2017-05-28,25
2017-06-04,28
2017-06-11,16
2017-06-18,27
2017-06-25,63
2017-07-02,10
2017-07-09,13
2017-07-16,14
2017-07-23,10
2017-07-30,31
2017-08-06,36
2017-08-13,36
2017-08-20,45
2017-08-27,66
2017-09-03,31
2017-09-10,27
2017-09-17,32
2017-09-24,38
2017-10-01,21
2017-10-08,25
2017-10-15,17
2017-10-22,20
2017-10-29,49
2017-11-05,1
2017-11-12,1
2017-11-19,1
2017-11-26,1
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,4
