,sale_count
2016-01-03,25
2016-01-10,19
2016-01-17,15
2016-01-24,29
2016-01-31,71
2016-02-07,12
2016-02-14,12
2016-02-21,7
2016-02-28,18
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,9
2016-04-10,5
2016-04-17,9
2016-04-24,24
2016-05-01,14
2016-05-08,9
2016-05-15,8
2016-05-22,15
2016-05-29,33
2016-06-05,9
2016-06-12,12
2016-06-19,12
2016-06-26,26
2016-07-03,13
2016-07-10,6
2016-07-17,12
2016-07-24,11
2016-07-31,25
2016-08-07,19
2016-08-14,30
2016-08-21,24
2016-08-28,69
2016-09-04,4
2016-09-11,4
2016-09-18,3
2016-09-25,7
2016-10-02,9
2016-10-09,10
2016-10-16,15
2016-10-23,16
2016-10-30,34
2016-11-06,51
2016-11-13,42
2016-11-20,29
2016-11-27,94
2016-12-04,16
2016-12-11,13
2016-12-18,14
2016-12-25,21
2017-01-01,12
2017-01-08,10
2017-01-15,8
2017-01-22,11
2017-01-29,35
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,1
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,0
2017-06-04,3
2017-06-11,3
2017-06-18,1
2017-06-25,7
2017-07-02,14
2017-07-09,15
2017-07-16,16
2017-07-23,9
2017-07-30,41
2017-08-06,18
2017-08-13,13
2017-08-20,27
2017-08-27,52
2017-09-03,10
2017-09-10,17
2017-09-17,10
2017-09-24,31
2017-10-01,6
2017-10-08,13
2017-10-15,11
2017-10-22,13
2017-10-29,22
2017-11-05,2
2017-11-12,4
2017-11-19,2
2017-11-26,9
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,1
