,sale_count
2015-01-04,16
2015-01-11,13
2015-01-18,10
2015-01-25,30
2015-02-01,2
2015-02-08,1
2015-02-15,2
2015-02-22,3
2015-03-01,2
2015-03-08,1
2015-03-15,2
2015-03-22,2
2015-03-29,6
2015-04-05,1
2015-04-12,2
2015-04-19,2
2015-04-26,8
2015-05-03,0
2015-05-10,0
2015-05-17,0
2015-05-24,0
2015-05-31,0
2015-06-07,1
2015-06-14,1
2015-06-21,1
2015-06-28,7
2015-07-05,2
2015-07-12,3
2015-07-19,2
2015-07-26,13
2015-08-02,0
2015-08-09,1
2015-08-16,1
2015-08-23,1
2015-08-30,4
2015-09-06,0
2015-09-13,0
2015-09-20,0
2015-09-27,2
2015-10-04,0
2015-10-11,0
2015-10-18,0
2015-10-25,3
2015-11-01,6
2015-11-08,4
2015-11-15,4
2015-11-22,4
2015-11-29,13
2015-12-06,9
2015-12-13,12
2015-12-20,10
2015-12-27,20
2016-01-03,5
2016-01-10,7
2016-01-17,8
2016-01-24,8
2016-01-31,12
2016-02-07,2
2016-02-14,2
2016-02-21,1
2016-02-28,7
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,1
2016-05-01,2
2016-05-08,2
2016-05-15,1
2016-05-22,2
2016-05-29,9
2016-06-05,4
2016-06-12,5
2016-06-19,4
2016-06-26,9
2016-07-03,1
2016-07-10,1
2016-07-17,1
2016-07-24,0
2016-07-31,4
2016-08-07,8
2016-08-14,13
2016-08-21,13
2016-08-28,25
2016-09-04,4
2016-09-11,5
2016-09-18,4
2016-09-25,22
2016-10-02,10
2016-10-09,9
2016-10-16,7
2016-10-23,5
2016-10-30,22
2016-11-06,15
2016-11-13,16
2016-11-20,10
2016-11-27,30
2016-12-04,5
2016-12-11,7
2016-12-18,6
2016-12-25,19
2017-01-01,5
2017-01-08,5
2017-01-15,5
2017-01-22,3
2017-01-29,10
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,3
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,0
2017-06-04,1
2017-06-11,1
2017-06-18,2
2017-06-25,4
2017-07-02,4
2017-07-09,5
2017-07-16,6
2017-07-23,6
2017-07-30,12
2017-08-06,3
2017-08-13,3
2017-08-20,1
2017-08-27,6
2017-09-03,0
2017-09-10,0
2017-09-17,0
2017-09-24,0
2017-10-01,0
2017-10-08,0
2017-10-15,0
2017-10-22,0
2017-10-29,2
2017-11-05,2
2017-11-12,1
2017-11-19,2
2017-11-26,9
2017-12-03,2
2017-12-10,1
2017-12-17,3
2017-12-24,3
2017-12-31,6
2018-01-07,5
2018-01-14,6
2018-01-21,5
2018-01-28,11
2018-02-04,0
2018-02-11,0
2018-02-18,0
2018-02-25,0
