,sale_count
2015-01-04,11
2015-01-11,8
2015-01-18,11
2015-01-25,14
2015-02-01,3
2015-02-08,3
2015-02-15,3
2015-02-22,9
2015-03-01,0
2015-03-08,0
2015-03-15,0
2015-03-22,0
2015-03-29,0
2015-04-05,5
2015-04-12,3
2015-04-19,3
2015-04-26,9
2015-05-03,1
2015-05-10,1
2015-05-17,1
2015-05-24,1
2015-05-31,6
2015-06-07,6
2015-06-14,4
2015-06-21,5
2015-06-28,9
2015-07-05,2
2015-07-12,3
2015-07-19,2
2015-07-26,15
2015-08-02,5
2015-08-09,7
2015-08-16,4
2015-08-23,8
2015-08-30,20
2015-09-06,22
2015-09-13,13
2015-09-20,15
2015-09-27,58
2015-10-04,0
2015-10-11,0
2015-10-18,0
2015-10-25,2
2015-11-01,7
2015-11-08,11
2015-11-15,8
2015-11-22,7
2015-11-29,25
2015-12-06,8
2015-12-13,10
2015-12-20,11
2015-12-27,35
2016-01-03,12
2016-01-10,10
2016-01-17,8
2016-01-24,9
2016-01-31,23
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,8
2016-06-05,0
2016-06-12,0
2016-06-19,0
2016-06-26,2
2016-07-03,0
2016-07-10,0
2016-07-17,0
2016-07-24,0
2016-07-31,0
2016-08-07,0
2016-08-14,0
2016-08-21,0
2016-08-28,3
2016-09-04,0
2016-09-11,0
2016-09-18,1
2016-09-25,4
2016-10-02,2
2016-10-09,4
2016-10-16,4
2016-10-23,3
2016-10-30,7
2016-11-06,6
2016-11-13,6
2016-11-20,9
2016-11-27,27
2016-12-04,10
2016-12-11,6
2016-12-18,8
2016-12-25,25
2017-01-01,10
2017-01-08,9
2017-01-15,6
2017-01-22,12
2017-01-29,24
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,2
2017-04-02,0
2017-04-09,1
2017-04-16,1
2017-04-23,1
2017-04-30,5
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,2
2017-06-04,4
2017-06-11,5
2017-06-18,2
2017-06-25,11
2017-07-02,2
2017-07-09,1
2017-07-16,1
2017-07-23,1
2017-07-30,5
2017-08-06,13
2017-08-13,9
2017-08-20,13
2017-08-27,18
2017-09-03,3
2017-09-10,5
2017-09-17,6
2017-09-24,12
2017-10-01,2
2017-10-08,2
2017-10-15,2
2017-10-22,2
2017-10-29,2
2017-11-05,7
2017-11-12,7
2017-11-19,4
2017-11-26,12
2017-12-03,1
2017-12-10,1
2017-12-17,1
2017-12-24,1
2017-12-31,6
2018-01-07,8
2018-01-14,4
2018-01-21,7
2018-01-28,17
2018-02-04,0
2018-02-11,0
2018-02-18,0
2018-02-25,0
