,sale_count
2015-01-04,1
2015-01-11,1
2015-01-18,1
2015-01-25,6
2015-02-01,0
2015-02-08,0
2015-02-15,0
2015-02-22,0
2015-03-01,1
2015-03-08,2
2015-03-15,1
2015-03-22,1
2015-03-29,13
2015-04-05,8
2015-04-12,7
2015-04-19,6
2015-04-26,11
2015-05-03,1
2015-05-10,2
2015-05-17,2
2015-05-24,2
2015-05-31,5
2015-06-07,0
2015-06-14,0
2015-06-21,0
2015-06-28,0
2015-07-05,7
2015-07-12,7
2015-07-19,9
2015-07-26,38
2015-08-02,3
2015-08-09,5
2015-08-16,4
2015-08-23,3
2015-08-30,18
2015-09-06,17
2015-09-13,15
2015-09-20,8
2015-09-27,31
2015-10-04,2
2015-10-11,1
2015-10-18,1
2015-10-25,7
2015-11-01,6
2015-11-08,8
2015-11-15,4
2015-11-22,6
2015-11-29,20
2015-12-06,10
2015-12-13,12
2015-12-20,17
2015-12-27,32
2016-01-03,6
2016-01-10,8
2016-01-17,5
2016-01-24,7
2016-01-31,16
2016-02-07,4
2016-02-14,8
2016-02-21,5
2016-02-28,15
2016-03-06,2
2016-03-13,2
2016-03-20,2
2016-03-27,2
2016-04-03,6
2016-04-10,7
2016-04-17,6
2016-04-24,14
2016-05-01,1
2016-05-08,2
2016-05-15,2
2016-05-22,1
2016-05-29,10
2016-06-05,14
2016-06-12,12
2016-06-19,12
2016-06-26,21
2016-07-03,2
2016-07-10,2
2016-07-17,1
2016-07-24,1
2016-07-31,4
2016-08-07,4
2016-08-14,5
2016-08-21,5
2016-08-28,6
2016-09-04,3
2016-09-11,2
2016-09-18,1
2016-09-25,9
2016-10-02,4
2016-10-09,6
2016-10-16,5
2016-10-23,5
2016-10-30,10
2016-11-06,11
2016-11-13,14
2016-11-20,12
2016-11-27,29
2016-12-04,13
2016-12-11,17
2016-12-18,11
2016-12-25,31
2017-01-01,7
2017-01-08,5
2017-01-15,4
2017-01-22,7
2017-01-29,19
2017-02-05,2
2017-02-12,2
2017-02-19,3
2017-02-26,6
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,1
2017-04-09,2
2017-04-16,1
2017-04-23,1
2017-04-30,9
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,7
2017-06-04,2
2017-06-11,1
2017-06-18,1
2017-06-25,8
2017-07-02,0
2017-07-09,0
2017-07-16,0
2017-07-23,0
2017-07-30,2
2017-08-06,0
2017-08-13,0
2017-08-20,0
2017-08-27,0
2017-09-03,0
2017-09-10,0
2017-09-17,0
2017-09-24,0
2017-10-01,3
2017-10-08,1
2017-10-15,2
2017-10-22,2
2017-10-29,8
2017-11-05,2
2017-11-12,3
2017-11-19,2
2017-11-26,5
2017-12-03,1
2017-12-10,1
2017-12-17,1
2017-12-24,2
2017-12-31,8
2018-01-07,0
2018-01-14,0
2018-01-21,0
2018-01-28,2
2018-02-04,4
2018-02-11,4
2018-02-18,2
2018-02-25,8
