,sale_count
2015-01-04,14
2015-01-11,22
2015-01-18,15
2015-01-25,51
2015-02-01,23
2015-02-08,21
2015-02-15,24
2015-02-22,61
2015-03-01,24
2015-03-08,18
2015-03-15,15
2015-03-22,20
2015-03-29,48
2015-04-05,41
2015-04-12,35
2015-04-19,28
2015-04-26,64
2015-05-03,13
2015-05-10,10
2015-05-17,13
2015-05-24,8
2015-05-31,23
2015-06-07,10
2015-06-14,10
2015-06-21,17
2015-06-28,41
2015-07-05,32
2015-07-12,27
2015-07-19,31
2015-07-26,65
2015-08-02,12
2015-08-09,19
2015-08-16,22
2015-08-23,20
2015-08-30,49
2015-09-06,24
2015-09-13,28
2015-09-20,28
2015-09-27,32
2015-10-04,27
2015-10-11,21
2015-10-18,28
2015-10-25,39
2015-11-01,21
2015-11-08,28
2015-11-15,17
2015-11-22,18
2015-11-29,95
2015-12-06,65
2015-12-13,60
2015-12-20,82
2015-12-27,141
2016-01-03,7
2016-01-10,15
2016-01-17,7
2016-01-24,8
2016-01-31,39
2016-02-07,43
2016-02-14,31
2016-02-21,28
2016-02-28,106
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,0
2016-04-10,0
2016-04-17,0
2016-04-24,0
2016-05-01,0
2016-05-08,0
2016-05-15,0
2016-05-22,0
2016-05-29,0
2016-06-05,12
2016-06-12,10
2016-06-19,6
2016-06-26,21
2016-07-03,11
2016-07-10,18
2016-07-17,16
2016-07-24,11
2016-07-31,43
2016-08-07,23
2016-08-14,37
2016-08-21,25
2016-08-28,65
2016-09-04,9
2016-09-11,9
2016-09-18,6
2016-09-25,27
2016-10-02,19
2016-10-09,20
2016-10-16,20
2016-10-23,19
2016-10-30,60
2016-11-06,88
2016-11-13,52
2016-11-20,47
2016-11-27,195
2016-12-04,72
2016-12-11,91
2016-12-18,104
2016-12-25,161
2017-01-01,24
2017-01-08,19
2017-01-15,35
2017-01-22,36
2017-01-29,67
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,3
2017-03-12,4
2017-03-19,4
2017-03-26,20
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,0
2017-05-14,0
2017-05-21,0
2017-05-28,0
2017-06-04,20
2017-06-11,16
2017-06-18,17
2017-06-25,27
2017-07-02,6
2017-07-09,5
2017-07-16,5
2017-07-23,8
2017-07-30,21
2017-08-06,10
2017-08-13,15
2017-08-20,21
2017-08-27,41
2017-09-03,17
2017-09-10,12
2017-09-17,20
2017-09-24,39
2017-10-01,12
2017-10-08,21
2017-10-15,13
2017-10-22,15
2017-10-29,58
2017-11-05,3
2017-11-12,5
2017-11-19,4
2017-11-26,16
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,0
