,sale_count
2015-01-04,74
2015-01-11,102
2015-01-18,62
2015-01-25,243
2015-02-01,34
2015-02-08,39
2015-02-15,25
2015-02-22,94
2015-03-01,37
2015-03-08,36
2015-03-15,30
2015-03-22,34
2015-03-29,99
2015-04-05,65
2015-04-12,40
2015-04-19,41
2015-04-26,114
2015-05-03,57
2015-05-10,65
2015-05-17,51
2015-05-24,43
2015-05-31,167
2015-06-07,3
2015-06-14,4
2015-06-21,4
2015-06-28,15
2015-07-05,60
2015-07-12,77
2015-07-19,58
2015-07-26,132
2015-08-02,0
2015-08-09,0
2015-08-16,0
2015-08-23,0
2015-08-30,0
2015-09-06,10
2015-09-13,16
2015-09-20,12
2015-09-27,39
2015-10-04,116
2015-10-11,119
2015-10-18,169
2015-10-25,378
2015-11-01,43
2015-11-08,28
2015-11-15,41
2015-11-22,36
2015-11-29,89
2015-12-06,34
2015-12-13,30
2015-12-20,29
2015-12-27,66
2016-01-03,33
2016-01-10,20
2016-01-17,17
2016-01-24,26
2016-01-31,83
2016-02-07,30
2016-02-14,44
2016-02-21,43
2016-02-28,78
2016-03-06,5
2016-03-13,7
2016-03-20,5
2016-03-27,17
2016-04-03,38
2016-04-10,31
2016-04-17,34
2016-04-24,100
2016-05-01,5
2016-05-08,3
2016-05-15,5
2016-05-22,5
2016-05-29,9
2016-06-05,26
2016-06-12,32
2016-06-19,34
2016-06-26,79
2016-07-03,2
2016-07-10,4
2016-07-17,4
2016-07-24,2
2016-07-31,16
2016-08-07,6
2016-08-14,6
2016-08-21,6
2016-08-28,8
2016-09-04,0
2016-09-11,0
2016-09-18,1
2016-09-25,5
2016-10-02,2
2016-10-09,4
2016-10-16,3
2016-10-23,2
2016-10-30,14
2016-11-06,16
2016-11-13,17
2016-11-20,28
2016-11-27,59
2016-12-04,28
2016-12-11,33
2016-12-18,33
2016-12-25,38
2017-01-01,7
2017-01-08,6
2017-01-15,8
2017-01-22,8
2017-01-29,24
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,3
2017-04-09,4
2017-04-16,2
2017-04-23,2
2017-04-30,11
2017-05-07,1
2017-05-14,1
2017-05-21,1
2017-05-28,5
2017-06-04,17
2017-06-11,17
2017-06-18,13
2017-06-25,34
2017-07-02,23
2017-07-09,36
2017-07-16,31
2017-07-23,31
2017-07-30,88
2017-08-06,0
2017-08-13,0
2017-08-20,0
2017-08-27,3
2017-09-03,10
2017-09-10,6
2017-09-17,6
2017-09-24,29
2017-10-01,0
2017-10-08,0
2017-10-15,0
2017-10-22,0
2017-10-29,0
2017-11-05,36
2017-11-12,38
2017-11-19,34
2017-11-26,60
2017-12-03,55
2017-12-10,62
2017-12-17,84
2017-12-24,67
2017-12-31,231
2018-01-07,89
2018-01-14,84
2018-01-21,114
2018-01-28,245
2018-02-04,94
2018-02-11,100
2018-02-18,114
2018-02-25,157
