,sale_count
2015-01-04,36
2015-01-11,32
2015-01-18,38
2015-01-25,66
2015-02-01,31
2015-02-08,27
2015-02-15,28
2015-02-22,57
2015-03-01,21
2015-03-08,21
2015-03-15,18
2015-03-22,16
2015-03-29,47
2015-04-05,20
2015-04-12,10
2015-04-19,20
2015-04-26,32
2015-05-03,10
2015-05-10,13
2015-05-17,15
2015-05-24,10
2015-05-31,37
2015-06-07,25
2015-06-14,33
2015-06-21,28
2015-06-28,56
2015-07-05,21
2015-07-12,22
2015-07-19,21
2015-07-26,100
2015-08-02,14
2015-08-09,15
2015-08-16,20
2015-08-23,20
2015-08-30,45
2015-09-06,14
2015-09-13,13
2015-09-20,16
2015-09-27,54
2015-10-04,43
2015-10-11,42
2015-10-18,23
2015-10-25,74
2015-11-01,23
2015-11-08,15
2015-11-15,22
2015-11-22,20
2015-11-29,67
2015-12-06,69
2015-12-13,58
2015-12-20,70
2015-12-27,93
2016-01-03,26
2016-01-10,30
2016-01-17,30
2016-01-24,22
2016-01-31,74
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,1
2016-04-03,10
2016-04-10,9
2016-04-17,6
2016-04-24,24
2016-05-01,7
2016-05-08,7
2016-05-15,7
2016-05-22,6
2016-05-29,8
2016-06-05,8
2016-06-12,5
2016-06-19,7
2016-06-26,18
2016-07-03,10
2016-07-10,6
2016-07-17,9
2016-07-24,7
2016-07-31,20
2016-08-07,7
2016-08-14,6
2016-08-21,12
2016-08-28,29
2016-09-04,10
2016-09-11,5
2016-09-18,8
2016-09-25,22
2016-10-02,2
2016-10-09,2
2016-10-16,2
2016-10-23,1
2016-10-30,10
2016-11-06,36
2016-11-13,31
2016-11-20,33
2016-11-27,50
2016-12-04,25
2016-12-11,18
2016-12-18,19
2016-12-25,49
2017-01-01,17
2017-01-08,22
2017-01-15,18
2017-01-22,30
2017-01-29,75
2017-02-05,2
2017-02-12,1
2017-02-19,3
2017-02-26,7
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,0
2017-04-09,0
2017-04-16,0
2017-04-23,0
2017-04-30,0
2017-05-07,4
2017-05-14,3
2017-05-21,3
2017-05-28,17
2017-06-04,16
2017-06-11,13
2017-06-18,14
2017-06-25,40
2017-07-02,11
2017-07-09,12
2017-07-16,13
2017-07-23,11
2017-07-30,27
2017-08-06,2
2017-08-13,1
2017-08-20,2
2017-08-27,9
2017-09-03,10
2017-09-10,6
2017-09-17,9
2017-09-24,21
2017-10-01,3
2017-10-08,5
2017-10-15,3
2017-10-22,6
2017-10-29,16
2017-11-05,3
2017-11-12,2
2017-11-19,4
2017-11-26,10
2017-12-03,3
2017-12-10,5
2017-12-17,5
2017-12-24,4
2017-12-31,8
2018-01-07,7
2018-01-14,6
2018-01-21,7
2018-01-28,28
2018-02-04,5
2018-02-11,6
2018-02-18,7
2018-02-25,10
