,sale_count
2015-01-04,10
2015-01-11,7
2015-01-18,11
2015-01-25,21
2015-02-01,0
2015-02-08,1
2015-02-15,1
2015-02-22,5
2015-03-01,4
2015-03-08,5
2015-03-15,3
2015-03-22,3
2015-03-29,19
2015-04-05,0
2015-04-12,0
2015-04-19,0
2015-04-26,0
2015-05-03,4
2015-05-10,2
2015-05-17,5
2015-05-24,5
2015-05-31,11
2015-06-07,3
2015-06-14,3
2015-06-21,5
2015-06-28,12
2015-07-05,5
2015-07-12,5
2015-07-19,7
2015-07-26,12
2015-08-02,4
2015-08-09,4
2015-08-16,6
2015-08-23,7
2015-08-30,22
2015-09-06,20
2015-09-13,18
2015-09-20,24
2015-09-27,34
2015-10-04,3
2015-10-11,2
2015-10-18,4
2015-10-25,13
2015-11-01,10
2015-11-08,10
2015-11-15,10
2015-11-22,9
2015-11-29,17
2015-12-06,11
2015-12-13,12
2015-12-20,14
2015-12-27,20
2016-01-03,19
2016-01-10,21
2016-01-17,31
2016-01-24,24
2016-01-31,69
2016-02-07,0
2016-02-14,0
2016-02-21,0
2016-02-28,0
2016-03-06,0
2016-03-13,0
2016-03-20,0
2016-03-27,0
2016-04-03,4
2016-04-10,2
2016-04-17,2
2016-04-24,11
2016-05-01,4
2016-05-08,5
2016-05-15,3
2016-05-22,2
2016-05-29,13
2016-06-05,2
2016-06-12,1
2016-06-19,1
2016-06-26,4
2016-07-03,2
2016-07-10,1
2016-07-17,1
2016-07-24,1
2016-07-31,6
2016-08-07,6
2016-08-14,7
2016-08-21,5
2016-08-28,19
2016-09-04,8
2016-09-11,8
2016-09-18,7
2016-09-25,12
2016-10-02,6
2016-10-09,7
2016-10-16,11
2016-10-23,6
2016-10-30,25
2016-11-06,44
2016-11-13,42
2016-11-20,34
2016-11-27,58
2016-12-04,12
2016-12-11,13
2016-12-18,13
2016-12-25,22
2017-01-01,0
2017-01-08,0
2017-01-15,0
2017-01-22,0
2017-01-29,0
2017-02-05,0
2017-02-12,0
2017-02-19,0
2017-02-26,0
2017-03-05,0
2017-03-12,0
2017-03-19,0
2017-03-26,0
2017-04-02,1
2017-04-09,1
2017-04-16,0
2017-04-23,0
2017-04-30,6
2017-05-07,1
2017-05-14,0
2017-05-21,1
2017-05-28,4
2017-06-04,2
2017-06-11,4
2017-06-18,4
2017-06-25,9
2017-07-02,0
2017-07-09,1
2017-07-16,0
2017-07-23,0
2017-07-30,7
2017-08-06,1
2017-08-13,2
2017-08-20,2
2017-08-27,3
2017-09-03,1
2017-09-10,2
2017-09-17,1
2017-09-24,5
2017-10-01,4
2017-10-08,2
2017-10-15,3
2017-10-22,4
2017-10-29,11
2017-11-05,1
2017-11-12,1
2017-11-19,2
2017-11-26,4
2017-12-03,0
2017-12-10,0
2017-12-17,0
2017-12-24,0
2017-12-31,0
2018-01-07,0
2018-01-14,0
2018-01-21,0
2018-01-28,0
2018-02-04,2
2018-02-11,1
2018-02-18,2
2018-02-25,5
