01-01-2015,84
01-02-2015,28
01-03-2015,36
01-04-2015,68
01-05-2015,60
01-06-2015,0
01-07-2015,50
01-08-2015,28
01-09-2015,56
01-10-2015,34
01-11-2015,70
01-12-2015,50
01-01-2016,72
01-02-2016,20
01-03-2016,2
01-04-2016,0
01-05-2016,4
01-06-2016,8
01-07-2016,33
01-08-2016,24
01-09-2016,22
01-10-2016,46
01-11-2016,31
01-12-2016,31
01-01-2017,5
01-02-2017,0
01-03-2017,1
01-04-2017,5
01-05-2017,8
01-06-2017,27
01-07-2017,25
01-08-2017,36
01-09-2017,12
01-10-2017,42
01-11-2017,38
01-12-2017,12
01-01-2018,26
01-02-2018,24
