01-01-2015,149
01-02-2015,0
01-03-2015,0
01-04-2015,0
01-05-2015,0
01-06-2015,0
01-07-2015,40
01-08-2015,27
01-09-2015,49
01-10-2015,39
01-11-2015,0
01-12-2015,0
01-01-2016,51
01-02-2016,1
01-03-2016,29
01-04-2016,44
01-05-2016,50
01-06-2016,19
01-07-2016,44
01-08-2016,74
01-09-2016,20
01-10-2016,42
01-11-2016,53
01-12-2016,44
01-01-2017,46
01-02-2017,35
01-03-2017,0
01-04-2017,0
01-05-2017,23
01-06-2017,51
01-07-2017,24
01-08-2017,67
01-09-2017,66
01-10-2017,245
01-11-2017,49
01-12-2017,78
01-01-2018,108
01-02-2018,56
