01-01-2015,0
01-02-2015,0
01-03-2015,0
01-04-2015,0
01-05-2015,0
01-06-2015,3
01-07-2015,36
01-08-2015,48
01-09-2015,111
01-10-2015,13
01-11-2015,134
01-12-2015,121
01-01-2016,0
01-02-2016,33
01-03-2016,46
01-04-2016,52
01-05-2016,39
01-06-2016,28
01-07-2016,26
01-08-2016,75
01-09-2016,48
01-10-2016,92
01-11-2016,86
01-12-2016,17
01-01-2017,99
01-02-2017,0
01-03-2017,0
01-04-2017,2
01-05-2017,0
01-06-2017,0
01-07-2017,4
01-08-2017,4
01-09-2017,0
01-10-2017,42
01-11-2017,0
01-12-2017,0
