01-01-2015,0
01-02-2015,0
01-03-2015,0
01-04-2015,0
01-05-2015,17
01-06-2015,30
01-07-2015,26
01-08-2015,43
01-09-2015,130
01-10-2015,158
01-11-2015,0
01-12-2015,0
01-01-2016,0
01-02-2016,0
01-03-2016,13
01-04-2016,21
01-05-2016,5
01-06-2016,5
01-07-2016,7
01-08-2016,33
01-09-2016,0
01-10-2016,6
01-11-2016,47
01-12-2016,52
01-01-2017,5
01-02-2017,11
01-03-2017,7
01-04-2017,0
01-05-2017,0
01-06-2017,12
01-07-2017,10
01-08-2017,2
01-09-2017,0
01-10-2017,6
01-11-2017,13
01-12-2017,21
01-01-2018,13
01-02-2018,6
