01-01-2015,51
01-02-2015,17
01-03-2015,16
01-04-2015,0
01-05-2015,22
01-06-2015,43
01-07-2015,18
01-08-2015,74
01-09-2015,32
01-10-2015,38
01-11-2015,162
01-12-2015,2
01-01-2016,164
01-02-2016,9
01-03-2016,79
01-04-2016,80
01-05-2016,61
01-06-2016,22
01-07-2016,2
01-08-2016,107
01-09-2016,18
01-10-2016,20
01-11-2016,147
01-12-2016,160
01-01-2017,41
01-02-2017,0
01-03-2017,0
01-04-2017,18
01-05-2017,58
01-06-2017,36
01-07-2017,26
01-08-2017,31
01-09-2017,32
01-10-2017,59
01-11-2017,13
01-12-2017,6
01-01-2018,45
01-02-2018,11
