01-01-2015,9
01-02-2015,0
01-03-2015,18
01-04-2015,32
01-05-2015,12
01-06-2015,0
01-07-2015,61
01-08-2015,33
01-09-2015,71
01-10-2015,11
01-11-2015,44
01-12-2015,71
01-01-2016,42
01-02-2016,32
01-03-2016,8
01-04-2016,33
01-05-2016,16
01-06-2016,59
01-07-2016,10
01-08-2016,20
01-09-2016,15
01-10-2016,30
01-11-2016,66
01-12-2016,72
01-01-2017,42
01-02-2017,13
01-03-2017,0
01-04-2017,14
01-05-2017,7
01-06-2017,12
01-07-2017,2
01-08-2017,0
01-09-2017,0
01-10-2017,16
01-11-2017,12
01-12-2017,13
01-01-2018,2
01-02-2018,18
