01-01-2015,132
01-02-2015,0
01-03-2015,38
01-04-2015,19
01-05-2015,0
01-06-2015,32
01-07-2015,48
01-08-2015,64
01-09-2015,62
01-10-2015,41
01-11-2015,93
01-12-2015,83
01-01-2016,82
01-02-2016,3
01-03-2016,6
01-04-2016,34
01-05-2016,11
01-06-2016,32
01-07-2016,19
01-08-2016,0
01-09-2016,16
01-10-2016,5
01-11-2016,66
01-12-2016,69
01-01-2017,28
01-02-2017,17
01-03-2017,16
01-04-2017,6
01-05-2017,9
01-06-2017,37
01-07-2017,18
01-08-2017,52
01-09-2017,20
01-10-2017,98
01-11-2017,79
01-12-2017,24
01-01-2018,59
01-02-2018,14
