01-01-2015,0
01-02-2015,0
01-03-2015,0
01-04-2015,379
01-05-2015,163
01-06-2015,609
01-07-2015,634
01-08-2015,683
01-09-2015,1725
01-10-2015,274
01-11-2015,754
01-12-2015,331
01-01-2016,1121
01-02-2016,0
01-03-2016,739
01-04-2016,95
01-05-2016,408
01-06-2016,476
01-07-2016,0
01-08-2016,0
01-09-2016,0
01-10-2016,32
01-11-2016,654
01-12-2016,545
01-01-2017,139
01-02-2017,0
01-03-2017,884
01-04-2017,1514
01-05-2017,1416
01-06-2017,0
01-07-2017,290
01-08-2017,0
01-09-2017,0
01-10-2017,0
01-11-2017,2
01-12-2017,0
