01-01-2015,21
01-02-2015,96
01-03-2015,44
01-04-2015,76
01-05-2015,84
01-06-2015,0
01-07-2015,82
01-08-2015,112
01-09-2015,153
01-10-2015,176
01-11-2015,31
01-12-2015,255
01-01-2016,156
01-02-2016,0
01-03-2016,0
01-04-2016,0
01-05-2016,79
01-06-2016,77
01-07-2016,91
01-08-2016,180
01-09-2016,15
01-10-2016,141
01-11-2016,280
01-12-2016,216
01-01-2017,252
01-02-2017,37
01-03-2017,0
01-04-2017,14
01-05-2017,83
01-06-2017,201
01-07-2017,177
01-08-2017,54
01-09-2017,107
01-10-2017,98
01-11-2017,7
01-12-2017,0
01-01-2018,133
01-02-2018,264
