01-01-2015,44
01-02-2015,18
01-03-2015,0
01-04-2015,20
01-05-2015,10
01-06-2015,24
01-07-2015,22
01-08-2015,44
01-09-2015,108
01-10-2015,2
01-11-2015,58
01-12-2015,64
01-01-2016,62
01-02-2016,0
01-03-2016,0
01-04-2016,0
01-05-2016,8
01-06-2016,2
01-07-2016,0
01-08-2016,3
01-09-2016,5
01-10-2016,20
01-11-2016,48
01-12-2016,49
01-01-2017,61
01-02-2017,0
01-03-2017,2
01-04-2017,8
01-05-2017,2
01-06-2017,22
01-07-2017,10
01-08-2017,53
01-09-2017,26
01-10-2017,10
01-11-2017,30
01-12-2017,10
01-01-2018,36
01-02-2018,0
