01-01-2015,55
01-02-2015,72
01-03-2015,32
01-04-2015,9
01-05-2015,31
01-06-2015,1
01-07-2015,42
01-08-2015,25
01-09-2015,89
01-10-2015,18
01-11-2015,89
01-12-2015,43
01-01-2016,14
01-02-2016,0
01-03-2016,0
01-04-2016,30
01-05-2016,19
01-06-2016,29
01-07-2016,3
01-08-2016,2
01-09-2016,40
01-10-2016,21
01-11-2016,33
01-12-2016,28
01-01-2017,25
01-02-2017,4
01-03-2017,44
01-04-2017,0
01-05-2017,8
01-06-2017,15
01-07-2017,20
01-08-2017,2
01-09-2017,30
01-10-2017,1
01-11-2017,4
01-12-2017,15
