01-01-2015,455
01-02-2015,143
01-03-2015,197
01-04-2015,99
01-05-2015,156
01-06-2015,219
01-07-2015,237
01-08-2015,323
01-09-2015,279
01-10-2015,107
01-11-2015,277
01-12-2015,330
01-01-2016,238
01-02-2016,0
01-03-2016,0
01-04-2016,0
01-05-2016,7
01-06-2016,85
01-07-2016,45
01-08-2016,62
01-09-2016,62
01-10-2016,47
01-11-2016,180
01-12-2016,66
01-01-2017,203
01-02-2017,11
01-03-2017,3
01-04-2017,53
01-05-2017,114
01-06-2017,145
01-07-2017,147
01-08-2017,163
01-09-2017,70
01-10-2017,95
01-11-2017,1
01-12-2017,1
