01-01-2015,2
01-02-2015,15
01-03-2015,7
01-04-2015,7
01-05-2015,11
01-06-2015,17
01-07-2015,11
01-08-2015,18
01-09-2015,32
01-10-2015,22
01-11-2015,0
01-12-2015,28
01-01-2016,41
01-02-2016,10
01-03-2016,6
01-04-2016,20
01-05-2016,13
01-06-2016,23
01-07-2016,17
01-08-2016,25
01-09-2016,7
01-10-2016,30
01-11-2016,18
01-12-2016,35
01-01-2017,33
01-02-2017,3
01-03-2017,0
01-04-2017,3
01-05-2017,13
01-06-2017,15
01-07-2017,10
01-08-2017,18
01-09-2017,17
01-10-2017,24
01-11-2017,7
01-12-2017,23
01-01-2018,12
01-02-2018,5
