01-01-2015,209
01-02-2015,25
01-03-2015,43
01-04-2015,18
01-05-2015,17
01-06-2015,93
01-07-2015,52
01-08-2015,71
01-09-2015,162
01-10-2015,1
01-11-2015,0
01-12-2015,179
01-01-2016,90
01-02-2016,42
01-03-2016,0
01-04-2016,0
01-05-2016,0
01-06-2016,4
01-07-2016,49
01-08-2016,21
01-09-2016,4
01-10-2016,64
01-11-2016,131
01-12-2016,159
01-01-2017,78
01-02-2017,0
01-03-2017,0
01-04-2017,0
01-05-2017,0
01-06-2017,0
01-07-2017,0
01-08-2017,1
01-09-2017,11
01-10-2017,0
01-11-2017,6
01-12-2017,3
