01-01-2015,342
01-02-2015,241
01-03-2015,302
01-04-2015,56
01-05-2015,203
01-06-2015,180
01-07-2015,330
01-08-2015,221
01-09-2015,356
01-10-2015,158
01-11-2015,793
01-12-2015,517
01-01-2016,412
01-02-2016,181
01-03-2016,501
01-04-2016,277
01-05-2016,214
01-06-2016,242
01-07-2016,208
01-08-2016,608
01-09-2016,331
01-10-2016,261
01-11-2016,998
01-12-2016,380
01-01-2017,192
01-02-2017,0
01-03-2017,0
01-04-2017,0
01-05-2017,0
01-06-2017,20
01-07-2017,29
01-08-2017,46
01-09-2017,208
01-10-2017,88
01-11-2017,10
01-12-2017,146
01-01-2018,174
01-02-2018,0
