01-01-2015,118
01-02-2015,70
01-03-2015,96
01-04-2015,38
01-05-2015,22
01-06-2015,42
01-07-2015,36
01-08-2015,54
01-09-2015,18
01-10-2015,42
01-11-2015,24
01-12-2015,32
01-01-2016,2
01-02-2016,8
01-03-2016,24
01-04-2016,5
01-05-2016,18
01-06-2016,16
01-07-2016,4
01-08-2016,20
01-09-2016,30
01-10-2016,0
01-11-2016,2
01-12-2016,12
01-01-2017,36
01-02-2017,18
01-03-2017,40
01-04-2017,22
01-05-2017,2
01-06-2017,0
01-07-2017,0
01-08-2017,32
01-09-2017,50
01-10-2017,0
01-11-2017,0
01-12-2017,26
01-01-2018,20
01-02-2018,16
