01-01-2015,52
01-02-2015,24
01-03-2015,13
01-04-2015,21
01-05-2015,13
01-06-2015,19
01-07-2015,18
01-08-2015,40
01-09-2015,9
01-10-2015,28
01-11-2015,42
01-12-2015,60
01-01-2016,32
01-02-2016,0
01-03-2016,12
01-04-2016,24
01-05-2016,21
01-06-2016,24
01-07-2016,19
01-08-2016,31
01-09-2016,9
01-10-2016,22
01-11-2016,32
01-12-2016,19
01-01-2017,23
01-02-2017,7
01-03-2017,10
01-04-2017,16
01-05-2017,13
01-06-2017,17
01-07-2017,20
01-08-2017,17
01-09-2017,16
01-10-2017,27
01-11-2017,35
01-12-2017,8
01-01-2018,10
01-02-2018,8
