01-01-2015,32
01-02-2015,36
01-03-2015,0
01-04-2015,22
01-05-2015,9
01-06-2015,29
01-07-2015,30
01-08-2015,72
01-09-2015,27
01-10-2015,0
01-11-2015,36
01-12-2015,37
01-01-2016,75
01-02-2016,31
01-03-2016,0
01-04-2016,0
01-05-2016,11
01-06-2016,21
01-07-2016,8
01-08-2016,51
01-09-2016,9
01-10-2016,31
01-11-2016,23
01-12-2016,21
01-01-2017,30
01-02-2017,6
01-03-2017,22
01-04-2017,0
01-05-2017,11
01-06-2017,17
01-07-2017,26
01-08-2017,2
01-09-2017,4
01-10-2017,24
01-11-2017,3
01-12-2017,31
01-01-2018,21
01-02-2018,0
