01-01-2015,17
01-02-2015,0
01-03-2015,0
01-04-2015,0
01-05-2015,6
01-06-2015,10
01-07-2015,19
01-08-2015,21
01-09-2015,28
01-10-2015,21
01-11-2015,59
01-12-2015,0
01-01-2016,0
01-02-2016,12
01-03-2016,39
01-04-2016,10
01-05-2016,12
01-06-2016,13
01-07-2016,16
01-08-2016,26
01-09-2016,20
01-10-2016,26
01-11-2016,21
01-12-2016,34
01-01-2017,38
01-02-2017,27
01-03-2017,0
01-04-2017,9
01-05-2017,8
01-06-2017,22
01-07-2017,31
01-08-2017,65
01-09-2017,22
01-10-2017,6
01-11-2017,26
01-12-2017,36
01-01-2018,21
01-02-2018,8
