01-01-2015,5
01-02-2015,2
01-03-2015,0
01-04-2015,6
01-05-2015,11
01-06-2015,22
01-07-2015,10
01-08-2015,19
01-09-2015,20
01-10-2015,11
01-11-2015,33
01-12-2015,36
01-01-2016,6
01-02-2016,5
01-03-2016,23
01-04-2016,24
01-05-2016,10
01-06-2016,12
01-07-2016,0
01-08-2016,13
01-09-2016,0
01-10-2016,11
01-11-2016,35
01-12-2016,1
01-01-2017,20
01-02-2017,5
01-03-2017,20
01-04-2017,12
01-05-2017,14
01-06-2017,34
01-07-2017,21
01-08-2017,22
01-09-2017,3
01-10-2017,14
01-11-2017,60
01-12-2017,26
01-01-2018,4
01-02-2018,19
