01-01-2015,3
01-02-2015,0
01-03-2015,24
01-04-2015,14
01-05-2015,15
01-06-2015,11
01-07-2015,33
01-08-2015,29
01-09-2015,55
01-10-2015,10
01-11-2015,32
01-12-2015,37
01-01-2016,30
01-02-2016,11
01-03-2016,4
01-04-2016,10
01-05-2016,14
01-06-2016,16
01-07-2016,12
01-08-2016,26
01-09-2016,12
01-10-2016,0
01-11-2016,70
01-12-2016,4
01-01-2017,17
01-02-2017,0
01-03-2017,0
01-04-2017,22
01-05-2017,36
01-06-2017,33
01-07-2017,18
01-08-2017,30
01-09-2017,25
01-10-2017,44
01-11-2017,37
01-12-2017,0
01-01-2018,14
01-02-2018,4
