01-01-2015,49
01-02-2015,7
01-03-2015,34
01-04-2015,0
01-05-2015,27
01-06-2015,23
01-07-2015,29
01-08-2015,43
01-09-2015,96
01-10-2015,22
01-11-2015,56
01-12-2015,57
01-01-2016,164
01-02-2016,0
01-03-2016,0
01-04-2016,19
01-05-2016,27
01-06-2016,8
01-07-2016,11
01-08-2016,37
01-09-2016,35
01-10-2016,55
01-11-2016,178
01-12-2016,60
01-01-2017,0
01-02-2017,0
01-03-2017,0
01-04-2017,8
01-05-2017,6
01-06-2017,19
01-07-2017,8
01-08-2017,8
01-09-2017,9
01-10-2017,24
01-11-2017,8
01-12-2017,0
01-01-2018,0
01-02-2018,10
