01-01-2015,0
01-02-2015,0
01-03-2015,13
01-04-2015,6
01-05-2015,14
01-06-2015,2
01-07-2015,31
01-08-2015,40
01-09-2015,25
01-10-2015,7
01-11-2015,23
01-12-2015,51
01-01-2016,49
01-02-2016,28
01-03-2016,50
01-04-2016,20
01-05-2016,6
01-06-2016,44
01-07-2016,19
01-08-2016,34
01-09-2016,1
01-10-2016,26
01-11-2016,47
01-12-2016,61
01-01-2017,52
01-02-2017,35
01-03-2017,16
01-04-2017,58
01-05-2017,0
01-06-2017,56
01-07-2017,0
01-08-2017,0
01-09-2017,14
01-10-2017,18
01-11-2017,24
01-12-2017,18
01-01-2018,12
01-02-2018,0
