01-01-2015,34
01-02-2015,9
01-03-2015,24
01-04-2015,6
01-05-2015,16
01-06-2015,11
01-07-2015,19
01-08-2015,19
01-09-2015,26
01-10-2015,24
01-11-2015,40
01-12-2015,60
01-01-2016,56
01-02-2016,0
01-03-2016,4
01-04-2016,1
01-05-2016,0
01-06-2016,11
01-07-2016,15
01-08-2016,8
01-09-2016,17
01-10-2016,21
01-11-2016,37
01-12-2016,18
01-01-2017,6
01-02-2017,6
01-03-2017,3
01-04-2017,4
01-05-2017,12
01-06-2017,17
01-07-2017,10
01-08-2017,23
01-09-2017,5
01-10-2017,10
01-11-2017,31
01-12-2017,5
01-01-2018,24
01-02-2018,0
