01-01-2015,69
01-02-2015,8
01-03-2015,13
01-04-2015,13
01-05-2015,0
01-06-2015,10
01-07-2015,20
01-08-2015,7
01-09-2015,2
01-10-2015,3
01-11-2015,31
01-12-2015,51
01-01-2016,40
01-02-2016,12
01-03-2016,0
01-04-2016,1
01-05-2016,16
01-06-2016,22
01-07-2016,7
01-08-2016,59
01-09-2016,35
01-10-2016,53
01-11-2016,71
01-12-2016,37
01-01-2017,28
01-02-2017,3
01-03-2017,0
01-04-2017,0
01-05-2017,0
01-06-2017,8
01-07-2017,33
01-08-2017,13
01-09-2017,0
01-10-2017,2
01-11-2017,14
01-12-2017,15
01-01-2018,27
01-02-2018,0
